Year,Plot,Horizon,C_Pool
1998,3,min,3.01382927
1998,4,min,2.9877025
1998,7,min,3.28639944
1998,10,min,4.40752508
1998,12,min,3.04163072
1998,13,min,4.8915009
1998,15,min,0
1998,19,min,0
1998,21,min,0
1998,25,min,5.9737676
1998,27,min,5.32454853
1998,29,min,4.4176701
1998,32,min,5.3166744
1998,37,min,1.9264
1998,39,min,0
1998,42,min,5.20463359
1998,43,min,5.97785958
1998,46,min,0
1998,47,min,3.32729859
1998,48,min,0
1998,49,min,8.05494427
1998,51,min,0
1998,53,min,1.99407593
1998,55,min,1.64268112
1998,57,min,2.6622348
1998,59,min,3.1244003
1998,63,min,5.1446139
1998,64,min,5.60836262
1998,65,min,5.5078757
1998,67,min,3.19304154
1998,69,min,3.76826112
1998,73,min,2.43622266
1998,75,min,3.31099032
1998,78,min,3.582281645
1998,79,min,1.39228596
1998,81,min,5.28263244
1998,84,min,5.37538824
1998,88,min,4.13022752
1998,90,min,4.04475152
1998,93,min,6.66165558
1998,95,min,2.46107672
1998,98,min,9.10757728
1998,99,min,5.7331318
1998,102,min,6.3945874
1998,103,min,4.88408732
1998,105,min,4.58204292
1998,107,min,6.22473676
1998,110,min,6.16978044
1998,113,min,4.35430158
1998,115,min,6.651475275
1998,118,min,4.1224227
1998,121,min,1.9094139
1998,122,min,5.62296441
1998,124,min,6.51906684
1998,126,min,5.89509591
1998,128,min,2.47076326
1998,130,min,4.04869432
1998,132,min,3.2041089
1998,134,min,3.5627904
1998,136,min,5.6219058
1998,140,min,3.22421778
1998,142,min,4.12615861
1998,143,min,4.7840545
1998,147,min,5.38448029
1998,151,min,5.96377064
1998,152,min,0.87926832
1998,154,min,1.17260265
1998,155,min,2.99932225
1998,156,min,5.9627232
1998,157,min,5.22767778
1998,160,min,3.80766905
1998,161,min,2.465631
1998,162,min,5.01114333
1998,164,min,5.05459836
1998,165,min,3.11244774
1998,168,min,4.31077967
1998,169,min,4.928220975
1998,170,min,4.71852703
1998,172,min,0
1998,174,min,2.99697594
1998,176,min,4.59730284
1998,177,min,3.958663605
1998,179,min,4.87647933
1998,180,min,4.43391614
1998,181,min,3.75653824
1998,182,min,6.0419016
1998,184,min,3.71848868
1998,187,min,2.45317014
1998,188,min,4.78082352
1998,190,min,7.18430192
1998,191,min,2.56585779
1998,193,min,4.48653706
1998,194,min,4.47178656
1998,196,min,2.86505037
1998,197,min,1.46421942
1998,199,min,4.39795964
1998,200,min,3.2749108
1998,3,Oa,2.3578602
1998,4,Oa,2.5142724
1998,7,Oa,1.09784196
1998,10,Oa,1.27112128
1998,12,Oa,0.67087575
1998,13,Oa,1.12657368
1998,15,Oa,0.88270105
1998,19,Oa,0.5193573
1998,21,Oa,2.57832432
1998,25,Oa,9.475648
1998,25,Oa,14.2780288
1998,27,Oa,3.731313675
1998,29,Oa,0.93904261
1998,32,Oa,2.797204
1998,37,Oa,0.6386464
1998,39,Oa,4.71369556
1998,42,Oa,3.18422074
1998,43,Oa,1.556349575
1998,46,Oa,0.80775332
1998,47,Oa,1.04609252
1998,48,Oa,0
1998,49,Oa,1.73363023
1998,51,Oa,23.07990887
1998,51,Oa,16.69519213
1998,53,Oa,0.5869199
1998,55,Oa,1.14760746
1998,57,Oa,2.0988758
1998,59,Oa,5.44331904
1998,63,Oa,5.46724686
1998,64,Oa,2.00510021
1998,65,Oa,1.9209144
1998,67,Oa,0
1998,69,Oa,1.330947
1998,73,Oa,0.72339696
1998,75,Oa,1.72760136
1998,78,Oa,1.97632289
1998,79,Oa,0.84168014
1998,81,Oa,9.65812824
1998,81,Oa,9.42945684
1998,81,Oa,14.23587412
1998,84,Oa,0.98626242
1998,88,Oa,9.1029477
1998,90,Oa,1.93564205
1998,93,Oa,1.59453688
1998,95,Oa,3.87030196
1998,98,Oa,6.4028931
1998,99,Oa,0
1998,102,Oa,1.1258452
1998,103,Oa,5.6169378
1998,105,Oa,7.56026675
1998,107,Oa,1.96464679
1998,110,Oa,4.877496015
1998,113,Oa,3.14151677
1998,115,Oa,18.23678208
1998,115,Oa,16.30167176
1998,118,Oa,14.25812619
1998,118,Oa,18.71971202
1998,121,Oa,1.942707
1998,122,Oa,6.48853149
1998,124,Oa,4.71520745
1998,126,Oa,4.26403042
1998,128,Oa,3.72930055
1998,130,Oa,1.50615407
1998,132,Oa,0
1998,134,Oa,1.1965023
1998,136,Oa,3.649936
1998,140,Oa,0.56752327
1998,142,Oa,0.333096027
1998,143,Oa,0.77943784
1998,147,Oa,4.73689944
1998,151,Oa,2.206698755
1998,152,Oa,0.19170311
1998,154,Oa,4.15357668
1998,155,Oa,3.94721316
1998,156,Oa,0.44752448
1998,157,Oa,0.6210692
1998,160,Oa,4.69109347
1998,161,Oa,1.1474079
1998,162,Oa,0.5183113
1998,164,Oa,0
1998,165,Oa,0.3485493
1998,168,Oa,0.763443745
1998,169,Oa,1.0608
1998,170,Oa,0.6606
1998,172,Oa,0.96559
1998,174,Oa,0
1998,176,Oa,3.23248
1998,177,Oa,0.6084
1998,179,Oa,0
1998,180,Oa,0.275675625
1998,181,Oa,3.06731997
1998,182,Oa,0.97109
1998,184,Oa,0.5274
1998,187,Oa,4.7916
1998,188,Oa,1.55875
1998,190,Oa,0.20792
1998,191,Oa,2.09334734
1998,193,Oa,0.32840158
1998,194,Oa,0.42096954
1998,196,Oa,5.67296
1998,197,Oa,2.97255
1998,199,Oa,0.3439
1998,200,Oa,1.70824
1998,3,Oie,2.10183225
1998,4,Oie,2.2226395
1998,7,Oie,3.61695411
1998,10,Oie,0.94426089
1998,12,Oie,1.439390895
1998,13,Oie,2.15459415
1998,15,Oie,0.98457282
1998,19,Oie,1.17292744
1998,21,Oie,0.45219832
1998,25,Oie,0.81964176
1998,27,Oie,1.6933105
1998,29,Oie,1.76251238
1998,32,Oie,1.58533183
1998,37,Oie,0.98850167
1998,39,Oie,4.62655562
1998,42,Oie,1.02360027
1998,43,Oie,1.19002329
1998,46,Oie,2.2999795
1998,47,Oie,1.96041272
1998,48,Oie,1.96570309
1998,49,Oie,1.66053312
1998,51,Oie,0
1998,53,Oie,2.6240622
1998,55,Oie,3.16420108
1998,57,Oie,1.8839934
1998,59,Oie,4.53120644
1998,63,Oie,1.9034353
1998,64,Oie,3.01677831
1998,65,Oie,4.279266425
1998,67,Oie,0.77739444
1998,69,Oie,1.68740704
1998,73,Oie,0.92460522
1998,75,Oie,1.0233564
1998,78,Oie,1.18626939
1998,79,Oie,1.43391526
1998,81,Oie,3.10780696
1998,84,Oie,1.16128491
1998,88,Oie,11.03727951
1998,90,Oie,1.31504261
1998,93,Oie,2.4067384
1998,95,Oie,0.80747835
1998,98,Oie,2.17266624
1998,99,Oie,1.64432472
1998,102,Oie,1.02529416
1998,103,Oie,1.41626475
1998,105,Oie,1.34114799
1998,107,Oie,1.16264204
1998,110,Oie,1.7193567
1998,113,Oie,0.6922006
1998,115,Oie,2.22971255
1998,118,Oie,0.85622966
1998,121,Oie,1.09765245
1998,122,Oie,2.097093
1998,124,Oie,2.23698552
1998,126,Oie,2.15597977
1998,128,Oie,1.10749842
1998,130,Oie,2.53493856
1998,132,Oie,1.72988676
1998,134,Oie,1.57215627
1998,136,Oie,1.44672885
1998,140,Oie,1.78968013
1998,142,Oie,0.504161
1998,143,Oie,1.42591488
1998,147,Oie,1.6521675
1998,151,Oie,2.7472143
1998,152,Oie,2.1927199
1998,154,Oie,1.36315875
1998,155,Oie,1.52398407
1998,156,Oie,1.16852182
1998,157,Oie,0.857216
1998,160,Oie,1.74867336
1998,161,Oie,0.96160053
1998,162,Oie,1.4071932
1998,164,Oie,0.55691625
1998,165,Oie,1.960940275
1998,168,Oie,0.7223
1998,169,Oie,1.67808
1998,170,Oie,1.28352
1998,172,Oie,4.55994
1998,174,Oie,0.79464
1998,176,Oie,1.68086
1998,177,Oie,1.19782
1998,179,Oie,1.46187
1998,180,Oie,1.76528
1998,181,Oie,1.17425
1998,182,Oie,1.49286
1998,184,Oie,0.99844
1998,187,Oie,0.753755
1998,188,Oie,1.20786
1998,190,Oie,0.83168
1998,191,Oie,1.59682876
1998,193,Oie,1.5899523
1998,194,Oie,1.28488792
1998,196,Oie,0.886921
1998,197,Oie,1.42576
1998,199,Oie,1.27008
1998,200,Oie,1.08966
2000,3,min,1.5883713
2000,5,min,2.16260604
2000,7,min,0
2000,9,min,0
2000,10,min,2.84983933
2000,13,min,3.67300404
2000,14,min,0
2000,17,min,3.70487296
2000,19,min,3.87354745
2000,21,min,0
2000,23,min,0
2000,26,min,3.03771744
2000,27,min,4.3532892
2000,29,min,2.5037298
2000,31,min,0.99866276
2000,33,min,3.36760905
2000,38,min,0
2000,40,min,2.01388954
2000,41,min,0
2000,42,min,1.26738093
2000,44,min,3.23992656
2000,46,min,1.63965216
2000,50,min,0
2000,52,min,2.8281308
2000,54,min,3.380167
2000,56,min,0
2000,57,min,3.42362202
2000,58,min,5.54365028
2000,60,min,2.07508392
2000,62,min,0.698742
2000,64,min,1.88831336
2000,65,min,0
2000,66,min,0
2000,70,min,3.63671055
2000,75,min,3.211161025
2000,76,min,1.77011128
2000,78,min,2.6291706
2000,80,min,0
2000,81,min,2.78041274
2000,84,min,4.27246288
2000,86,min,3.11209506
2000,90,min,0
2000,91,min,0
2000,94,min,0.63674724
2000,95,min,2.77778614
2000,98,min,1.94993032
2000,99,min,0.68003936
2000,101,min,2.26842589
2000,103,min,2.23915362
2000,106,min,2.6773362
2000,107,min,1.28040633
2000,109,min,4.17276765
2000,112,min,2.59314768
2000,117,min,2.92683258
2000,118,min,0.73108173
2000,121,min,2.4088116
2000,122,min,1.13579402
2000,126,min,4.45451832
2000,127,min,1.84386972
2000,129,min,2.1315495
2000,132,min,5.304104115
2000,135,min,3.70377793
2000,137,min,0
2000,138,min,0
2000,141,min,2.66895438
2000,142,min,4.11585012
2000,146,min,2.8848081
2000,148,min,2.96085365
2000,149,min,2.53226586
2000,151,min,0
2000,153,min,2.0802327
2000,155,min,3.81920334
2000,156,min,2.72513436
2000,158,min,3.96272936
2000,160,min,5.04802391
2000,162,min,2.94474896
2000,164,min,4.56611232
2000,166,min,4.68209613
2000,167,min,0
2000,169,min,3.689016
2000,170,min,5.17564866
2000,171,min,2.50523645
2000,173,min,2.55077409
2000,175,min,2.1700284
2000,177,min,2.85095202
2000,179,min,3.400632
2000,180,min,0.9778306
2000,182,min,3.67024363
2000,184,min,0.7641924
2000,186,min,2.66763132
2000,187,min,2.76919559
2000,188,min,5.16822144
2000,189,min,2.7168912
2000,191,min,2.599794
2000,193,min,3.335112
2000,195,min,0.6656637
2000,196,min,2.20321858
2000,198,min,3.58041042
2000,199,min,2.52199668
2000,200,min,2.02764177
2000,3,Oa,0.73884
2000,5,Oa,1.94616
2000,7,Oa,0
2000,9,Oa,0.42602
2000,10,Oa,0.8188
2000,13,Oa,1.32065
2000,14,Oa,2.3668
2000,17,Oa,1.43968
2000,19,Oa,1.30356
2000,21,Oa,0.30494
2000,23,Oa,1.12395
2000,26,Oa,0.35502
2000,27,Oa,1.95816
2000,29,Oa,3.99876
2000,31,Oa,2.82286
2000,33,Oa,2.8659
2000,38,Oa,1.77508
2000,40,Oa,0.2048
2000,41,Oa,0.8436
2000,42,Oa,0.80794416
2000,44,Oa,6.95176
2000,46,Oa,0.9008
2000,50,Oa,2.1648
2000,52,Oa,2.99425
2000,54,Oa,3.09937104
2000,56,Oa,1.83141
2000,57,Oa,2.61667
2000,58,Oa,6.834072
2000,60,Oa,0
2000,62,Oa,1.08778776
2000,64,Oa,1.22234081
2000,65,Oa,7.24293093
2000,66,Oa,2.26171824
2000,70,Oa,0.4792557
2000,75,Oa,0.9795928
2000,76,Oa,0.83809304
2000,78,Oa,4.86164998
2000,80,Oa,2.98894545
2000,81,Oa,2.55451592
2000,84,Oa,3.4260606
2000,86,Oa,3.35790665
2000,90,Oa,1.74453864
2000,91,Oa,4.66005324
2000,94,Oa,3.28154235
2000,95,Oa,2.84902245
2000,98,Oa,3.5616814
2000,99,Oa,5.309073825
2000,101,Oa,10.24368526
2000,103,Oa,5.75827179
2000,106,Oa,3.83780208
2000,107,Oa,2.520684
2000,109,Oa,5.14744272
2000,112,Oa,3.46781088
2000,117,Oa,2.51113806
2000,118,Oa,11.40970872
2000,121,Oa,2.05531544
2000,122,Oa,4.10442263
2000,126,Oa,1.06862301
2000,127,Oa,1.228312
2000,129,Oa,3.65293632
2000,132,Oa,0
2000,135,Oa,2.12217936
2000,137,Oa,5.3208204
2000,138,Oa,4.90972021
2000,141,Oa,6.09301137
2000,142,Oa,0
2000,146,Oa,0.31180525
2000,148,Oa,0.54917149
2000,149,Oa,6.10777496
2000,151,Oa,0
2000,153,Oa,1.08258204
2000,155,Oa,1.4424615
2000,156,Oa,2.33139776
2000,158,Oa,0.79383056
2000,160,Oa,1.97757657
2000,162,Oa,0.54755397
2000,164,Oa,1.5402744
2000,166,Oa,0.40047036
2000,167,Oa,0.30670945
2000,169,Oa,1.967423
2000,170,Oa,1.972812565
2000,171,Oa,1.01250787
2000,173,Oa,0.73424344
2000,175,Oa,6.29659884
2000,177,Oa,0
2000,179,Oa,0.4241237
2000,180,Oa,3.0829248
2000,182,Oa,1.15448004
2000,184,Oa,1.86118265
2000,186,Oa,0
2000,187,Oa,1.47467985
2000,188,Oa,0
2000,189,Oa,2.4667953
2000,191,Oa,2.2776432
2000,193,Oa,6.89644332
2000,195,Oa,3.88374488
2000,196,Oa,0
2000,198,Oa,1.73096048
2000,199,Oa,1.0135068
2000,200,Oa,3.05203376
2000,3,Oie,2.56542
2000,5,Oie,6.57312
2000,7,Oie,2.97542
2000,9,Oie,0.99864
2000,10,Oie,1.22204
2000,13,Oie,1.94452
2000,14,Oie,2.81496
2000,17,Oie,0.87584
2000,19,Oie,1.10208
2000,21,Oie,1.25028
2000,23,Oie,1.47392
2000,26,Oie,0.87955
2000,27,Oie,1.31859
2000,29,Oie,0.98092
2000,31,Oie,2.27841
2000,33,Oie,1.70154
2000,38,Oie,2.13244
2000,40,Oie,1.90876
2000,41,Oie,1.70505
2000,42,Oie,0.85646925
2000,44,Oie,5.05305
2000,46,Oie,3.06977
2000,50,Oie,1.85652
2000,52,Oie,2.73638
2000,54,Oie,0.80376544
2000,56,Oie,1.48326
2000,57,Oie,1.5694
2000,58,Oie,3.20065928
2000,60,Oie,1.87298329
2000,62,Oie,2.12014485
2000,64,Oie,1.25083035
2000,65,Oie,2.16179061
2000,66,Oie,2.42297842
2000,70,Oie,3.17944712
2000,75,Oie,1.36260615
2000,76,Oie,1.04036268
2000,78,Oie,3.35933136
2000,80,Oie,1.80984036
2000,81,Oie,1.38404802
2000,84,Oie,1.84419531
2000,86,Oie,1.5075438
2000,90,Oie,1.59342768
2000,91,Oie,1.68811258
2000,94,Oie,2.28893565
2000,95,Oie,2.2977396
2000,98,Oie,1.23882825
2000,99,Oie,1.1576512
2000,101,Oie,3.0062142
2000,103,Oie,4.43562936
2000,106,Oie,1.82484231
2000,107,Oie,2.35708646
2000,109,Oie,2.02927065
2000,112,Oie,0.86640736
2000,117,Oie,0.667163
2000,118,Oie,1.4587808
2000,121,Oie,0.43521522
2000,122,Oie,0.94153794
2000,126,Oie,0.31298395
2000,127,Oie,1.51279326
2000,129,Oie,2.54841357
2000,132,Oie,0.908294
2000,135,Oie,2.4585295
2000,137,Oie,1.92749172
2000,138,Oie,1.03704822
2000,141,Oie,2.7138978
2000,142,Oie,1.25525224
2000,146,Oie,2.43637668
2000,148,Oie,1.88381208
2000,149,Oie,2.00033208
2000,151,Oie,1.47882525
2000,153,Oie,1.45368911
2000,155,Oie,0.96221784
2000,156,Oie,1.94205968
2000,158,Oie,0.84036204
2000,160,Oie,1.74535767
2000,162,Oie,1.175762075
2000,164,Oie,3.46232119
2000,166,Oie,0.7754032
2000,167,Oie,0.80512904
2000,169,Oie,1.62094184
2000,170,Oie,1.26535566
2000,171,Oie,0.9922338
2000,173,Oie,1.18277138
2000,175,Oie,2.93419903
2000,177,Oie,1.0477106
2000,179,Oie,1.35380788
2000,180,Oie,2.04574328
2000,182,Oie,0.73633868
2000,184,Oie,1.51327932
2000,186,Oie,0.4421472
2000,187,Oie,2.50980964
2000,188,Oie,2.3063356
2000,189,Oie,3.01407744
2000,191,Oie,1.92701353
2000,193,Oie,1.5180843
2000,195,Oie,1.9194003
2000,196,Oie,0.54014224
2000,198,Oie,1.51652928
2000,199,Oie,0.8857243
2000,200,Oie,1.87008108
2002,3,min,2.67077653
2002,7,min,0
2002,9,min,1.24307458
2002,11,min,0.9342414
2002,13,min,4.35845816
2002,14,min,0
2002,17,min,0
2002,18,min,0
2002,20,min,5.0062927
2002,23,min,0
2002,24,min,0
2002,26,min,3.43360905
2002,28,min,3.82989189
2002,30,min,3.47227107
2002,31,min,0
2002,36,min,3.11637637
2002,39,min,0
2002,41,min,0
2002,42,min,3.41028963
2002,44,min,0
2002,47,min,0
2002,50,min,3.62656335
2002,52,min,5.02330041
2002,55,min,5.8682616
2002,56,min,6.71161104
2002,58,min,3.5209966
2002,61,min,0
2002,63,min,4.92977765
2002,66,min,0
2002,67,min,2.21702313
2002,69,min,2.3133733
2002,72,min,4.08466695
2002,73,min,3.92038456
2002,78,min,4.488042
2002,81,min,3.12588588
2002,82,min,1.9915568
2002,84,min,2.07357084
2002,86,min,2.8594176
2002,89,min,3.29019994
2002,90,min,0
2002,93,min,2.36818329
2002,96,min,3.3
2002,97,min,2.78628
2002,100,min,5.13108
2002,101,min,0
2002,104,min,3.232
2002,105,min,2.34525
2002,108,min,2.24655
2002,110,min,3.3579
2002,113,min,2.54628
2002,114,min,3.6134
2002,117,min,2.787
2002,118,min,2.17128
2002,121,min,4.10565
2002,123,min,3.27096
2002,126,min,4.90575
2002,129,min,2.1476
2002,131,min,7.37352
2002,132,min,2.0682
2002,134,min,2.52155
2002,135,min,3.63145
2002,137,min,2.9915
2002,140,min,2.95504
2002,143,min,2.85882
2002,146,min,3.5436
2002,147,min,0
2002,149,min,3.67759
2002,150,min,4.9032
2002,151,min,0
2002,152,min,2.77993838
2002,154,min,3.68947497
2002,156,min,4.85147567
2002,157,min,0
2002,159,min,2.84614666
2002,160,min,1.97695377
2002,162,min,1.8514567
2002,164,min,3.76978112
2002,166,min,3.81900797
2002,167,min,3.2779716
2002,169,min,1.73553902
2002,170,min,3.0953604
2002,171,min,4.36960068
2002,173,min,4.76626372
2002,174,min,2.72443743
2002,175,min,3.84960006
2002,177,min,0
2002,179,min,1.96111296
2002,180,min,2.32954452
2002,182,min,3.633014
2002,185,min,3.38262582
2002,186,min,1.65478014
2002,189,min,3.17366914
2002,190,min,2.39220432
2002,192,min,2.28295704
2002,194,min,3.74267852
2002,196,min,3.31065198
2002,197,min,2.530375225
2002,199,min,3.1240934
2002,200,min,1.32422121
2002,3,Oa,4.33493075
2002,4,Oa,4.85089986
2002,6,Oa,2.4337206
2002,7,Oa,0
2002,9,Oa,0.48878192
2002,11,Oa,1.216024425
2002,13,Oa,2.04461609
2002,14,Oa,0
2002,17,Oa,12.41756001
2002,18,Oa,0
2002,20,Oa,0
2002,23,Oa,0
2002,24,Oa,0.5143567
2002,26,Oa,0.89234508
2002,28,Oa,0
2002,30,Oa,3.15680694
2002,31,Oa,4.79212592
2002,36,Oa,7.40621417
2002,39,Oa,0
2002,41,Oa,1.08914603
2002,42,Oa,0
2002,44,Oa,1.11516618
2002,47,Oa,1.76527988
2002,50,Oa,1.3111188
2002,52,Oa,2.02965192
2002,55,Oa,1.93615716
2002,56,Oa,0
2002,58,Oa,4.4485105
2002,61,Oa,0.90903315
2002,63,Oa,4.33400074
2002,66,Oa,2.02334685
